"ip";"port";"country code";"city";"region";"country";"level";"http";"https";"socks4";"socks5";"google";"twitter";"instagram";"telegram";"avito";"mailru";"real_ip";"response, msec";"good checks";"bad checks";"hostname"
"72.10.160.170";21173;"US";"Chicago";"Illinois";"США";1;0;1;0;0;0;0;1;1;1;0;"38.122.243.206";308;1;0;"38.122.243.206"
"72.10.160.170";20987;"AR";"La Plata";"Buenos Aires";"Аргентина";1;1;1;0;0;1;0;1;1;1;0;"181.169.165.84";284;1;0;"181.169.165.84"
"72.10.160.170";18959;"PE";"Lima";"Lima Province";"Перу";1;1;1;0;0;1;0;1;1;1;0;"181.233.26.58";283;1;0;"181.233.26.58"
"72.10.160.170";18559;"CM";"";"";"Камерун";1;1;1;0;0;1;0;1;1;1;0;"102.244.33.249";283;1;0;"102.244.33.249"
"72.10.160.170";15963;"IN";"Delhi";"National Capital Territory of Delhi";"Индия";1;0;1;0;0;1;0;1;1;1;0;"115.241.193.69";284;1;0;"115.241.193.69"
"72.10.160.170";15909;"ID";"Pontianak";"West Kalimantan";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"180.243.99.24";284;1;0;"180.243.99.24"
"72.10.160.170";15109;"US";"Atlanta";"Georgia";"США";1;1;1;0;0;1;0;1;1;1;0;"73.237.98.14";284;1;0;"73.237.98.14"
"72.10.160.170";14743;"ID";"";"";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"36.78.130.241";284;1;0;"36.78.130.241"
"72.10.160.170";12379;"CR";"San Jos";"Provincia de San Jos";"Коста-Рика";1;1;1;0;0;1;0;1;1;1;0;"190.171.113.110";284;1;0;"rev110.113.nstelecablecr.com"
"72.10.160.170";11057;"PH";"Lubao";"Province of Pampanga";"Филиппины";1;1;1;0;0;1;0;1;1;1;0;"124.104.212.124";284;1;0;"124.104.212.124"
"72.10.160.90";32909;"NP";"Kathmandu";"Bagmati Province";"Непал";1;1;1;0;0;0;0;1;1;1;0;"27.34.64.68";283;1;0;"27.34.64.68"
"72.10.160.90";32593;"ID";"";"";"Индонезия";1;0;1;0;0;1;0;1;1;0;0;"36.50.138.26";283;1;0;"36.50.138.26"
"72.10.160.90";31903;"MY";"Cyberjaya";"Selangor";"Малайзия";1;1;1;0;0;1;0;0;0;0;0;"60.52.96.44";283;1;0;"60.52.96.44"
"72.10.160.90";31841;"US";"Middletown";"Delaware";"США";1;1;1;0;0;0;0;1;1;1;0;"70.16.140.54";283;1;0;"pool-70-16-140-54.phlapa.fios.verizon.net"
"72.10.160.90";7947;"PK";"Karachi";"Sindh";"Пакистан";1;1;1;0;0;1;0;1;0;1;0;"39.53.203.44";156;1;0;"39.53.203.44"
"68.183.211.118";2128;"DE";"Frankfurt am Main";"Hesse";"Германия";1;0;1;0;0;0;0;1;0;1;0;"104.28.197.14";156;1;0;"104.28.197.14"
"67.43.236.20";29675;"JO";"Amman";"Amman Governorate";"Иордания";1;0;1;0;0;1;0;1;1;1;0;"188.123.173.19";157;1;0;"188.123.173.19"
"16.171.232.38";8118;"SE";"Stockholm";"Stockholm County";"Швеция";1;0;1;0;0;0;0;0;0;0;0;"16.171.232.38";1162;99;829;"ec2-16-171-232-38.eu-north-1.compute.amazonaws.com"
"125.27.109.48";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;0;0;0;0;"125.27.109.48";294;191;138;"125.27.109.48"
"72.10.164.178";14669;"AR";"Buenos Aires";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;1;1;0;"181.2.104.234";162;40;1;"host234.181-2-104.telecom.net.ar"
"72.10.160.171";30443;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;1;0;1;0;1;0;"113.23.48.250";161;3;0;"113.23.48.250"
"72.10.160.171";24071;"PK";"";"";"Пакистан";1;1;1;0;0;0;0;1;0;1;0;"122.129.86.113";161;3;0;"122.129.86.113"
"72.10.160.171";23017;"CA";"Guelph";"Ontario";"Канада";1;1;1;0;0;1;0;1;1;1;0;"76.64.217.244";161;3;0;"bras-base-glphon2257w-grc-09-76-64-217-244.dsl.bell.ca"
"72.10.160.171";20871;"AU";"Melbourne";"Victoria";"Австралия";1;1;1;0;0;0;0;1;1;1;0;"94.156.206.213";161;3;0;"94.156.206.213"
"72.10.160.171";6191;"KW";"As Slimyah";"Hawalli";"Кувейт";1;0;1;0;0;1;0;1;1;1;0;"188.71.232.234";161;3;0;"188.71.232.234"
"72.10.160.91";32609;"CO";"Medelln";"Antioquia";"Колумбия";1;1;1;0;0;1;0;1;1;1;0;"186.81.236.173";161;1;0;"186.81.236.173"
"72.10.160.91";32593;"ID";"South Tangerang";"Banten";"Индонезия";1;1;1;0;0;1;0;1;0;1;0;"103.120.172.127";161;1;0;"host-103-120-172-127.myrepublic.co.id"
"72.10.160.91";31801;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;1;0;1;1;1;0;"49.43.241.76";161;1;0;"49.43.241.76"
"72.10.160.91";31019;"NP";"Pokhara";"Gandaki Pradesh";"Непал";1;1;1;0;0;1;0;1;1;0;0;"27.34.72.31";161;1;0;"27.34.72.31"
"72.10.160.91";29141;"BR";"Jacarezinho";"Paran";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"168.121.151.80";160;1;0;"168-121-151-80.webbytelecom.com.br"
"72.10.160.91";27895;"BN";"Bandar Seri Begawan";"Brunei-Muara District";"Бруней-Даруссалам";1;1;1;0;0;1;0;1;1;1;0;"61.6.194.64";160;1;0;"64-194.adsl.static.espeed.com.bn"
"72.10.160.91";27531;"AE";"Al Ain City";"Abu Dhabi";"ОАЭ";1;1;1;0;0;1;0;1;1;1;0;"176.205.160.67";160;1;0;"bba-176-205-160-67.alshamil.net.ae"
"72.10.160.91";27059;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;0;0;1;1;1;0;"143.105.147.18";160;1;0;"customer.bgtacol1.pop.starlinkisp.net"
"72.10.160.91";26955;"MX";"Iztapalapa";"Mexico City";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"187.188.10.154";160;1;0;"fixed-187-188-10-154.totalplay.net"
"72.10.160.91";26953;"AR";"La Plata";"Buenos Aires";"Аргентина";1;1;1;0;0;1;0;1;1;1;0;"190.16.215.172";160;1;0;"190.16.215.172"
"72.10.160.91";26495;"MX";"Uruapan";"Michoacn";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"187.142.152.37";160;1;0;"187.142.152.37"
"72.10.160.91";25999;"US";"Macon";"Georgia";"США";1;1;1;0;0;1;0;1;1;1;0;"70.177.19.88";160;1;0;"ip70-177-19-88.mc.at.cox.net"
"72.10.160.91";25935;"CA";"Pierrefonds";"Quebec";"Канада";1;1;1;0;0;1;0;0;0;1;0;"69.159.178.135";160;1;0;"bras-base-mtrlpq5405w-grc-37-69-159-178-135.dsl.bell.ca"
"72.10.160.91";23863;"AE";"Abu Dhabi";"Abu Dhabi";"ОАЭ";1;1;1;0;0;1;0;1;1;1;0;"31.215.252.74";160;1;0;"31.215.252.74"
"72.10.160.91";22537;"TW";"Kaohsiung";"Kaohsiung";"Тайвань";1;1;1;0;0;0;0;1;1;1;0;"39.1.28.225";160;1;0;"39.1.28.225"
"72.10.160.91";22247;"CO";"Mosquera";"Cundinamarca";"Колумбия";1;1;1;0;0;1;0;1;1;1;0;"190.145.250.162";160;1;0;"autocentroltda.com.co"
"72.10.160.91";21771;"KR";"Dalseo-gu";"Daegu";"Республика Корея";1;1;1;0;0;0;0;1;1;1;0;"58.237.92.18";160;1;0;"58.237.92.18"
"72.10.160.91";21173;"TH";"Bangkok";"Bangkok";"Таиланд";1;1;1;0;0;1;0;1;0;0;0;"124.120.9.115";160;1;0;"124.120.9.115"
"72.10.160.91";21025;"IN";"Hyderabad";"Telangana";"Индия";1;1;1;0;0;1;0;1;1;0;0;"49.43.217.106";160;1;0;"49.43.217.106"
"72.10.160.91";20955;"VE";"Caracas";"Distrito Federal";"Венесуэла";1;1;1;0;0;1;0;1;1;1;0;"190.6.47.200";160;1;0;"host-190-6-47-200.net-uno.net"
"72.10.160.91";20827;"ID";"Mojokerto";"East Java";"Индонезия";1;1;1;0;0;0;0;1;1;1;0;"36.81.160.233";160;1;0;"36.81.160.233"
"72.10.160.91";19927;"PK";"Kohat";"Khyber Pakhtunkhwa";"Пакистан";1;1;1;0;0;1;0;1;0;1;0;"39.58.121.44";160;1;0;"39.58.121.44"
"72.10.160.91";19729;"ID";"Jakarta";"Jakarta";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"103.136.56.196";160;1;0;"103.136.56.196"
"72.10.160.91";17749;"IN";"Bengaluru";"Karnataka";"Индия";1;1;1;0;0;1;0;1;1;1;0;"180.151.117.14";159;1;0;"180.151.117.14.reverse.spectranet.in"
"72.10.160.91";15569;"TH";"Pattani";"Pattani";"Таиланд";1;1;1;0;0;0;0;1;1;1;0;"180.180.149.208";159;1;0;"node-tlc.pool-180-180.dynamic.totinternet.net"
"72.10.160.91";14971;"PK";"Rawalpindi";"Punjab";"Пакистан";1;1;1;0;0;0;0;0;0;0;0;"39.49.208.58";159;1;0;"39.49.208.58"
"72.10.160.91";14831;"TR";"Ankara";"Ankara";"Турция";1;1;1;0;0;1;0;1;1;1;0;"188.3.244.136";159;1;0;"188.3.244.136"
"72.10.160.91";12147;"MX";"Puebla";"Mexico City";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"187.251.242.144";159;1;0;"187.251.242.144"
"72.10.160.91";11571;"AE";"Abu Dhabi";"Abu Dhabi";"ОАЭ";1;1;1;0;0;0;0;0;0;0;0;"92.96.206.135";159;1;0;"92.96.206.135"
"72.10.160.91";11331;"BR";"Seabra";"Bahia";"Бразилия";1;1;1;0;0;0;0;0;0;0;0;"168.181.42.104";159;1;0;"168.181.42.104"
"72.10.160.91";10833;"ID";"Surakarta";"Central Java";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"36.68.9.188";159;1;0;"36.68.9.188"
"72.10.160.91";10197;"BR";"So Paulo";"So Paulo";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"177.26.255.92";159;1;0;"ip-177-26-255-92.user.vivozap.com.br"
"72.10.160.91";9093;"PY";"Santa Rita";"Alto Paran Department";"Парагвай";1;1;1;0;0;1;0;1;1;0;0;"167.250.36.51";159;1;0;"167.250.36.51"
"72.10.160.91";8949;"BD";"";"";"Бангладеш";1;1;1;0;0;1;0;0;0;0;0;"103.181.181.245";159;1;0;"103.181.181.245"
"72.10.160.91";8815;"US";"Reston";"Virginia";"США";1;1;1;0;0;0;0;1;1;1;0;"100.36.29.201";159;1;0;"pool-100-36-29-201.washdc.fios.verizon.net"
"72.10.160.91";7351;"MX";"Monterrey";"Nuevo Len";"Мексика";1;1;1;0;0;1;0;1;1;1;0;"201.172.172.5";159;1;0;"201.172.172.5-clientes-izzi.mx"
"72.10.160.91";3027;"PK";"Kasur";"Punjab";"Пакистан";1;1;1;0;0;1;0;1;0;1;0;"39.34.187.231";159;1;0;"39.34.187.231"
"72.10.160.91";2649;"IN";"Lucknow";"Uttar Pradesh";"Индия";1;1;1;0;0;1;0;1;1;1;0;"122.163.187.159";159;1;0;"abts-north-dynamic-159.187.163.122.airtelbroadband.in"
"72.10.160.91";2555;"TZ";"Dar es Salaam";"Dar es Salaam Region";"Танзания";1;1;1;0;0;1;0;1;1;1;0;"154.72.75.82";159;1;0;"154.72.75.82"
"72.10.160.91";2319;"US";"New York";"New York";"США";1;1;1;0;0;0;0;0;0;0;0;"80.209.240.109";159;1;0;"80.209.240.109"
"72.10.160.90";13177;"TH";"";"";"Таиланд";1;1;1;0;0;0;0;1;1;1;0;"171.97.37.105";159;9;1;"ppp-171-97-37-105.revip8.asianet.co.th"
"52.42.76.223";3128;"US";"Boardman";"Oregon";"США";1;0;1;0;0;0;0;1;0;0;1;"52.42.76.223";294;103;377;"ec2-52-42-76-223.us-west-2.compute.amazonaws.com"
"14.224.174.168";4821;"VN";"Haiphong";"Haiphong";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"123.18.212.235";299;42;11;"123.18.212.235"
"14.224.174.168";4629;"VN";"Ha Long";"Qung Ninh";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"14.171.188.156";299;57;15;"14.171.188.156"
"14.224.174.168";4560;"VN";"Hanoi";"Hanoi";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"14.235.30.185";299;17;7;"14.235.30.185"
"14.224.165.146";6753;"VN";"Thi Bnh";"Thi Bnh Province";"Вьетнам";1;0;1;0;0;0;0;0;0;0;0;"117.5.160.131";299;28;11;"localhost"
"14.224.165.146";3413;"VN";"Ha Bnh";"Ha Bnh Province";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"113.186.210.254";298;44;9;"static.vnpt.vn"
"8.210.88.48";13128;"HK";"";"";"Гонконг";1;0;1;0;0;0;0;0;0;0;0;"8.210.88.48";1212;597;3436;"8.210.88.48"
"72.10.164.178";26107;"VN";"Buon Ma Thuot";"k Lk";"Вьетнам";1;1;1;0;0;0;0;1;0;1;0;"171.234.13.46";158;11;1;"171.234.13.46"
"67.43.236.18";12653;"BO";"Santa Cruz";"Santa Cruz Department";"Боливия";1;1;1;0;0;0;0;1;1;1;0;"189.28.73.91";157;12;1;"lpz-189-28-73-00091.tigo.bo"
"14.224.165.146";6811;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"171.224.54.52";293;37;15;"171.224.54.52"
"14.224.165.146";3870;"VN";"Ninh Bnh";"Ninh Bnh Province";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"113.179.217.159";293;12;1;"113.179.217.159"
"124.107.71.252";8082;"PH";"Iloilo City";"Province of Iloilo";"Филиппины";1;0;1;0;0;0;0;0;0;0;0;"112.209.51.130";1443;24;188;"112.209.51.130"
"72.10.160.172";3669;"KW";"As Slimyah";"Hawalli";"Кувейт";1;1;1;0;0;1;0;1;1;1;0;"37.34.138.41";159;2;6;"37.34.138.41"
"171.5.183.41";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;0;1;0;0;"171.5.183.41";274;540;431;"mx-ll-171.5.183-41.dynamic.3bb.co.th"
"72.10.160.170";1043;"VN";"Hi Dng";"Hi Dng Province";"Вьетнам";1;1;1;0;0;0;0;1;0;1;0;"222.252.199.123";157;9;1;"static.vnpt.vn"
"67.43.228.252";17541;"MX";"Monterrey";"Nuevo Len";"Мексика";1;1;1;0;0;0;0;0;1;1;0;"201.132.20.246";157;17;4;"customer-nmca-20-246.megared.net.mx"
"67.43.228.251";24153;"CO";"Medelln";"Antioquia";"Колумбия";1;1;1;0;0;1;0;1;1;1;0;"181.134.200.247";157;3;0;"181.134.200.247"
"67.43.228.251";8581;"BR";"So Paulo";"So Paulo";"Бразилия";1;1;1;0;0;0;0;1;1;1;0;"186.204.63.233";157;3;0;"bacc3fe9.virtua.com.br"
"67.43.228.250";31257;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;1;0;1;0;1;0;"118.70.200.216";157;3;0;"118.70.200.216"
"67.43.228.250";30557;"MX";"Mrida";"Yucatn";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"189.176.63.110";157;3;0;"dsl-189-176-63-110-dyn.prod-infinitum.com.mx"
"67.43.228.250";27967;"AR";"Mar de Aj";"Buenos Aires";"Аргентина";1;1;1;0;0;0;0;1;1;1;0;"205.164.245.243";157;3;0;"205.164.245.243"
"67.43.228.250";26285;"CO";"Pereira";"Risaralda Department";"Колумбия";1;1;1;0;0;0;0;1;1;1;0;"186.115.61.85";157;3;0;"186.115.61.85"
"67.43.228.250";25593;"PY";"Asuncin";"Asuncin";"Парагвай";1;1;1;0;0;1;0;1;1;1;0;"181.94.228.48";156;3;0;"181.94.228.48"
"67.43.228.250";25531;"MX";"Ocoyoacac";"Mxico";"Мексика";1;1;1;0;0;0;0;1;1;1;0;"189.138.1.6";156;3;0;"dsl-189-138-1-6-dyn.prod-infinitum.com.mx"
"67.43.228.250";23251;"CA";"Toronto";"Ontario";"Канада";1;1;1;0;0;1;0;1;1;1;0;"72.139.193.51";151;3;0;"cpe002129da1904-cm00195ed768e4.cpe.net.cable.rogers.com"
"67.43.228.250";23155;"ID";"Bekasi";"West Java";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"103.105.79.12";156;3;0;"host-103-105-79-12.garuda.net.id"
"67.43.228.250";22711;"PH";"Paranaque City";"Metro Manila";"Филиппины";1;1;1;0;0;0;0;1;1;1;0;"119.111.251.96";156;3;0;"119.111.251.96"
"67.43.228.250";22321;"BR";"Passo Fundo";"Rio Grande do Sul";"Бразилия";1;1;1;0;0;0;0;1;1;1;0;"177.75.148.1";156;3;0;"177.75.148.1"
"67.43.228.250";22297;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;1;0;1;0;1;0;"58.187.67.253";156;3;0;"58.187.67.253"
"67.43.228.250";21857;"TH";"Udon Thani";"Udon Thani";"Таиланд";1;1;1;0;0;1;0;1;1;1;0;"223.206.230.83";156;3;0;"223.206.230.83"
"67.43.228.250";19247;"HK";"";"";"Гонконг";1;1;1;0;0;1;0;1;1;1;0;"182.239.122.212";156;3;0;"182.239.122.212"
"67.43.228.250";18173;"US";"Seattle";"Washington";"США";1;1;1;0;0;0;0;1;1;1;0;"191.96.37.103";156;3;0;"191.96.37.103"
"67.43.228.250";15195;"CO";"Medelln";"Antioquia";"Колумбия";1;1;1;0;0;1;0;1;1;1;0;"190.145.177.28";156;3;0;"190.145.177.28"
"67.43.228.250";13197;"AR";"Buenos Aires";"Buenos Aires F.D.";"Аргентина";1;1;1;0;0;0;0;1;1;1;0;"201.216.219.124";156;3;0;"201.216.219.124"
"67.43.228.250";10963;"VE";"Barinas";"Barinas";"Венесуэла";1;1;1;0;0;0;0;1;1;1;0;"38.248.146.214";156;3;0;"38.248.146.214"
"67.43.228.250";10933;"IL";"Tel Aviv";"Tel Aviv";"Израиль";1;1;1;0;0;0;0;1;1;1;0;"176.228.216.197";156;3;0;"176-228-216-197.orange.net.il"
"67.43.228.250";10449;"BD";"Schr";"Chandpur";"Бангладеш";1;1;1;0;0;1;0;1;1;1;0;"103.186.226.20";156;3;0;"103.186.226.20"
"67.43.228.250";9801;"BR";"Ribeiro das Neves";"Minas Gerais";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"170.245.197.102";156;3;0;"170-245-197-102.rnova.com.br"
"67.43.228.250";7109;"BR";"Aracaju";"Sergipe";"Бразилия";1;1;1;0;0;0;0;1;1;1;0;"187.104.212.247";156;3;0;"187.104.212.247"
"67.43.228.250";3511;"BO";"Cochabamba";"Departamento de Cochabamba";"Боливия";1;1;1;0;0;0;0;1;1;1;0;"181.115.167.133";151;3;0;"181.115.167.133"
"67.43.228.250";1501;"ID";"Malang";"East Java";"Индонезия";1;1;1;0;0;1;0;1;1;1;0;"180.248.20.250";156;3;0;"180.248.20.250"
"49.48.94.221";8081;"TH";"Nakhon Ratchasima";"Nakhon Ratchasima";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"49.48.94.221";277;31;131;"mx-ll-49.48.94-221.dynamic.3bb.in.th"
"134.35.170.151";8080;"YE";"Sanaa";"Amanat Alasimah";"Йемен";1;0;1;0;0;0;0;0;0;0;0;"134.35.165.25";420;21;54;"134.35.165.25"
"103.156.57.118";8080;"ID";"";"";"Индонезия";1;0;1;0;0;0;0;0;0;0;0;"103.156.57.118";1239;552;2308;"103.156.57.118"
"103.138.53.44";8080;"ID";"Pangandaran";"West Java";"Индонезия";1;0;1;0;0;0;0;0;0;0;0;"103.138.53.44";283;627;818;"103.138.53.44"
"72.10.160.171";25705;"BR";"Rio de Janeiro";"Rio de Janeiro";"Бразилия";1;1;1;0;0;1;0;1;1;1;0;"179.218.14.224";284;3;0;"b3da0ee0.virtua.com.br"
"47.243.92.199";3128;"HK";"";"";"Гонконг";1;0;1;0;0;0;1;0;0;0;0;"47.243.92.199";283;14817;12805;"47.243.92.199"
"27.71.133.55";16000;"VN";"";"Lm ng Province";"Вьетнам";1;0;1;0;0;0;0;0;0;1;0;"27.71.133.55";1359;210;75;"localhost"
"14.224.165.146";6909;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"171.234.186.52";289;38;7;"171.234.186.52"
"14.224.165.146";6247;"VN";"Hanoi";"Hanoi";"Вьетнам";1;1;1;0;0;0;0;0;0;0;0;"117.1.203.228";289;44;12;"localhost"
"1.2.176.131";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;1;0;"1.2.176.131";289;219;354;"1.2.176.131"
"223.206.124.51";8080;"TH";"Bang Lamung";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"223.206.126.45";257;369;5;"223.206.126.45"
"223.205.76.193";8080;"TH";"Bang Lamung";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"223.205.76.193";257;189;12;"223.205.76.193"
"223.205.67.166";8080;"TH";"Bang Lamung";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"223.205.67.166";296;248;1;"mx-ll-223.205.67-166.dynamic.3bb.co.th"
"223.204.39.137";8080;"TH";"Nakhon Pathom";"Nakhon Pathom";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"223.204.39.137";296;12;0;"223.204.39.137"
"213.24.238.111";3128;"RU";"";"";"Россия";1;1;1;0;0;0;0;0;1;1;0;"213.24.238.111";130;18891;138;"mail.50.kadastr.ru"
"212.33.205.55";3128;"IR";"";"";"Иран";1;0;1;0;0;0;0;0;0;0;0;"212.33.205.55";130;1027;1232;"212.33.205.55"
"211.34.78.37";8080;"KR";"Seongnam-si";"Gyeonggi-do";"Республика Корея";1;0;1;0;0;0;0;0;0;1;0;"211.34.78.37";257;1234;1898;"211.34.78.37"
"202.47.185.90";1080;"ID";"Selong";"Jakarta";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"202.47.185.90";257;600;776;"202.47.185.90"
"188.121.116.238";8085;"QA";"Doha";"Baladyat ad Dawah";"Катар";1;1;1;1;1;0;0;0;0;1;0;"156.244.41.109";124;11;0;"156.244.41.109"
"187.223.55.99";8080;"MX";"La Paz";"Baja California Sur";"Мексика";1;0;1;0;0;0;0;0;1;0;0;"187.223.55.99";257;90;0;"187.223.55.99"
"182.52.66.32";8080;"TH";"Mae Sai";"Chiang Rai";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"182.52.66.32";262;80;0;"node-d28.pool-182-52.dynamic.totinternet.net"
"182.52.25.157";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"182.52.25.157";262;108;0;"182.52.25.157"
"180.180.92.255";8080;"TH";"Rayong";"Rayong";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"180.180.92.255";262;282;1;"node-idb.pool-180-180.dynamic.nt-isp.net"
"179.106.18.218";9090;"BR";"Patrocnio";"Minas Gerais";"Бразилия";1;0;1;0;0;0;0;0;0;0;0;"179.106.18.218";301;482;22;"179-106-18-218-dynamic.onnettelecom.com.br"
"175.141.188.105";8080;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;0;1;0;0;0;0;1;1;0;0;"175.141.188.105";262;58;0;"175.141.188.105"
"171.7.65.80";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"171.7.65.80";262;251;15;"171.7.65.80"
"171.7.54.99";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"171.7.54.99";262;231;0;"171.7.54.99"
"171.6.168.77";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"171.6.168.77";262;112;1;"mx-ll-171.6.168-77.dynamic.3bb.in.th"
"171.6.113.130";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"171.6.113.130";262;253;0;"mx-ll-171.6.113-130.dynamic.3bb.in.th"
"171.6.29.156";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"171.6.29.156";262;239;0;"mx-ll-171.6.29-156.dynamic.3bb.in.th"
"171.6.1.238";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;0;0;1;0;"171.6.1.238";262;238;2;"mx-ll-171.6.1-238.dynamic.3bb.co.th"
"171.5.190.187";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"171.5.190.187";262;64;0;"mx-ll-171.5.190-187.dynamic.3bb.in.th"
"171.4.64.54";8080;"TH";"Phrae";"Phrae";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"171.4.64.54";301;123;0;"mx-ll-171.4.64-54.dynamic.3bb.co.th"
"171.4.16.75";8081;"TH";"Nakhon Ratchasima";"Nakhon Ratchasima";"Таиланд";1;0;1;0;0;0;0;1;0;0;0;"171.4.16.75";262;612;44;"mx-ll-171.4.16-75.dynamic.3bb.co.th"
"157.20.252.211";3126;"ID";"Tanjung Pinang";"Riau Islands";"Индонезия";1;0;1;0;0;0;0;1;1;0;0;"157.20.252.211";262;1258;1601;"157.20.252.211"
"147.93.69.171";3128;"BR";"So Paulo";"So Paulo";"Бразилия";1;0;1;0;0;0;0;0;0;0;0;"147.93.69.171";300;304;0;"srv704182.hstgr.cloud"
"141.94.196.80";8989;"MR";"";"";"Мавритания";1;0;1;0;0;0;0;1;0;1;0;"41.188.117.171";131;11;0;"41.188.117.171"
"139.59.250.30";8888;"SG";"";"";"Сингапур";1;0;1;0;0;0;0;1;1;1;0;"139.59.250.30";263;10;0;"139.59.250.30"
"134.236.100.82";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"134.236.100.82";262;73;0;"134.236.100.82"
"134.236.82.101";8080;"TH";"Pattaya";"Chon Buri";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"134.236.82.101";262;17;0;"134.236.82.101"
"134.236.58.35";8080;"TH";"Surin";"Surin";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"134.236.58.35";262;270;24;"134.236.58.35"
"134.35.14.89";8085;"YE";"Sanaa";"Amanat Alasimah";"Йемен";1;0;1;0;0;0;0;0;0;0;0;"134.35.14.89";385;10;0;"134.35.14.89"
"125.24.206.51";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"125.24.206.51";263;124;0;"125.24.206.51"
"125.24.162.18";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"125.24.162.18";263;180;0;"node-w0i.pool-125-24.dynamic.totinternet.net"
"124.217.100.235";8082;"PH";"Daet";"Province of Camarines Norte";"Филиппины";1;0;1;0;0;0;0;1;0;0;0;"139.135.81.170";300;72;8;"139.135.81.170"
"124.120.113.159";8080;"TH";"Bangkok";"Bangkok";"Таиланд";1;0;1;0;0;0;0;1;1;0;0;"124.120.113.159";263;117;0;"ppp-124-120-113-159.revip2.asianet.co.th"
"124.106.194.169";8081;"PH";"Manila";"Metro Manila";"Филиппины";1;0;1;0;0;0;0;0;0;0;0;"124.106.194.169";385;195;9;"124.106.194.169"
"124.13.226.89";8080;"MY";"Kuala Lumpur";"Kuala Lumpur";"Малайзия";1;0;1;0;0;0;0;0;0;0;0;"124.13.226.89";300;212;0;"124.13.226.89"
"123.112.210.138";9000;"CN";"Beijing";"Beijing";"Китай";1;0;1;0;0;0;0;0;0;0;0;"123.112.210.138";263;377;0;"123.112.210.138"
